ITEM_ID,TITLES
nm0336336,254261 | 393623 | 257454 | 173397 | 173436
nm0402558,265426 | 78459 | 1942 | 23220
nm0329262,130881
nm0460388,46774 | 77051
nm0616576,46774
nm0045030,46774
nm0655901,77051
nm0792948,77051 | 77052
nm0225218,77051 | 77052
nm0900076,77051 | 65099 | 315371
nm0329739,77051
nm0439411,77051
nm0473838,77051
nm0474425,77051
nm0619890,77051
nm0531738,46184 | 52743
nm0348970,55184
nm0513039,55184 | 260583 | 264241 | 291907
nm0436212,55184 | 55531
nm0671348,55184
nm0497159,217802
nm0000267,44459 | 42791 | 12614 | 27225 | 433 | 15121 | 52960 | 52961 | 47876 | 42586 | 32489 | 52959 | 9051 | 5780 | 14689 | 69928 | 52964 | 9880 | 809 | 46806 | 59191 | 11130 | 23023 | 20352
nm0010944,44459 | 108003 | 37315 | 196065 | 119801 | 40894 | 43750 | 39495 | 264098 | 11455
nm0512231,44459
nm0279072,199458
nm0417824,26699 | 29146
nm0558629,26699
nm0461615,16274
nm0110917,43342 | 35955 | 90807 | 39154 | 46872 | 31258
nm0189774,56067 | 43259 | 156566 | 225958 | 26357
nm0131387,56067 | 121611 | 142984 | 180929 | 265232 | 42600 | 24214 | 59917 | 86217 | 56539
nm0000469,250093 | 2413 | 27273 | 58790 | 45046 | 66706 | 29493 | 83972 | 17978 | 61144 | 57479 | 42242 | 9387 | 79509 | 34615 | 9710 | 86598 | 46898 | 71034 | 41852 | 297850 | 28368 | 55909 | 42243 | 17882 | 151679 | 108059 | 12278 | 24276 | 2323 | 31608 | 291559 | 24227 | 13794 | 18658 | 8587 | 29804 | 121179 | 105746 | 171429 | 10946 | 13490 | 232175 | 359983
nm0268286,62432 | 281215 | 368128 | 85330
nm0289343,62432 | 10766 | 63438 | 92331 | 75808 | 67302 | 31915
nm0179148,160799 | 27045 | 102165 | 21027 | 341168 | 133715 | 29394 | 58733 | 80656
nm0009943,160799 | 37936 | 241939 | 131320 | 198664
nm0614101,247798 | 33328 | 162042 | 30049
nm0000889,247798 | 11343 | 42593 | 215875 | 34599 | 27461 | 264896 | 281215 | 10657 | 107019 | 42213 | 271664 | 24086 | 562 | 31653 | 1573 | 202831 | 15128 | 275729 | 19094 | 474063
nm0399663,247798 | 13764 | 31591 | 32143 | 11689 | 11616
nm0443420,11343 | 38978
nm0167784,11343 | 38699
nm0281130,11343 | 31037 | 126706 | 11587 | 45226 | 52579 | 18910 | 391416 | 69266
nm0450130,11343
nm0001169,11343 | 20735 | 8963 | 11221 | 26789 | 402 | 153076 | 61183 | 15267 | 37131 | 20096 | 9909
nm0210274,88949 | 61738 | 2993 | 132972 | 97987 | 16825 | 32613 | 2392
nm0025821,88949 | 224365 | 28536 | 164728 | 130322
nm0551586,61738 | 75086 | 151176 | 91255
nm0542853,61738 | 105672 | 197177 | 42224 | 105398 | 75086 | 155128 | 73065 | 68050 | 54118
nm0553349,2993 | 11385 | 104658 | 341228 | 269298 | 197864 | 92586 | 170195 | 37222 | 220565 | 73744 | 57258 | 65632 | 270463 | 103613 | 68821 | 287391 | 104173
nm0577867,2993 | 3697 | 2994 | 3521 | 3520 | 3405 | 3522 | 3541 | 4615
nm0814799,2993 | 92432 | 82858 | 107928 | 74417 | 183889 | 39993 | 85784 | 105091 | 649 | 63025 | 255401 | 115162 | 64628 | 105079 | 198772 | 35634 | 106944 | 105023 | 29333 | 84066 | 63153
nm0408480,132972 | 105114 | 133941 | 105232
nm0299929,132972 | 145481
nm0715381,132972 | 71206
nm0034068,97987 | 145000 | 88266 | 105083 | 28058 | 332757 | 317961 | 104930 | 105232 | 279600 | 83121
nm0086926,97987 | 58218 | 104927 | 281152 | 128882 | 202485 | 28573 | 148273 | 28049 | 260785 | 83140 | 143747 | 78862 | 121030 | 27489 | 75958 | 27393 | 142388
nm0721527,97987 | 16825 | 28279 | 107767 | 286926
nm0248815,16825 | 105119 | 69576 | 81541 | 69872 | 93142
nm0869055,32613 | 28068 | 206018 | 115241
nm0821277,2392 | 229518 | 24971 | 141974 | 111480 | 2370
nm0073031,2392 | 33954 | 260567 | 332757 | 42544 | 11226 | 107193 | 5519 | 136293 | 260835 | 63026 | 353208 | 101529 | 125572 | 260979
nm0415283,2392 | 2389 | 2371 | 4132 | 258 | 2382 | 255 | 259
nm0922851,334456
nm2178891,83633
nm0482067,102707
nm0555941,102707
nm0611423,261617
nm0308972,261617
nm0617660,261617
nm1012941,261617
nm0419880,53830
nm0181825,40743
nm0148575,40743
nm0446593,40743
nm0057912,112655
nm0111226,112655
nm0291714,19096
nm0621002,40715 | 85820 | 166904 | 41516 | 149119
nm0665327,6529 | 163775 | 242059 | 85498 | 147941 | 118961 | 211603
nm0441069,25848 | 108237 | 118517 | 176146 | 190407
nm0027933,65590
nm0695489,17664 | 34593
nm0625699,301 | 107486 | 43752
nm0001141,301 | 176670 | 119593 | 105059 | 33728 | 94915 | 68133 | 39295 | 26039 | 74529 | 252888 | 246719 | 86777 | 119482 | 66592 | 24229 | 86363 | 69321 | 45186 | 8693 | 208399 | 105465 | 161076 | 48153 | 11033 | 86483 | 70859 | 34444 | 128145 | 310417
nm0468237,6523 | 25495 | 2006 | 60387 | 85926 | 40957 | 109368
nm0675490,30462 | 172475 | 68982 | 92806 | 10269 | 4978 | 31473 | 27653
nm0020490,15875 | 92292
nm0915618,15263 | 21717 | 21027 | 18447 | 103698 | 86742 | 27591 | 11940
nm0001012,42782 | 92432 | 2413 | 76157 | 26866 | 335 | 1040 | 58658 | 46828 | 49697 | 61799 | 164777 | 8063 | 124177 | 50791 | 26296 | 62036 | 121513 | 422 | 159474 | 169066 | 3052 | 339678 | 167583 | 150658 | 81775 | 110823 | 151227 | 151232 | 279100 | 8422 | 284013 | 42124 | 71630 | 57601 | 58000 | 221717 | 196421 | 4791 | 82095 | 150191 | 260893 | 9343 | 69746 | 115821 | 259171 | 298583
nm0026295,16211 | 101226 | 2428
nm0000919,8737 | 145838 | 43010 | 295893 | 50761 | 292882 | 122229 | 108535 | 61298 | 82114 | 42461 | 46041 | 71776 | 119482 | 36775 | 198474 | 42690 | 86505 | 37377 | 58404 | 315587 | 64961 | 93142 | 279117 | 85699 | 130742 | 403348
nm0001001,6644 | 42787 | 44800 | 39282 | 18551 | 76875 | 18047 | 238 | 20802 | 25221 | 37377 | 42201 | 84847 | 11524 | 111981 | 59231 | 27441 | 9268 | 31604 | 65049 | 10128 | 80046 | 146117 | 149445 | 149026 | 87417 | 11484 | 42168 | 48949 | 81001 | 28368 | 1700 | 12518 | 18133 | 281085 | 200383 | 10723 | 25232 | 10154 | 19457 | 1848 | 31932 | 40624 | 55249 | 46012 | 10719 | 22794 | 53172 | 38842 | 95755 | 112130 | 339994 | 149871 | 464331 | 321621 | 323383 | 412540 | 550958
nm0392392,6644 | 80046
nm0001684,32726 | 58628 | 89417 | 42619 | 85701 | 207681 | 76875 | 8738 | 46878 | 256166 | 37247 | 62996 | 642 | 31661 | 12223 | 42215 | 37307
nm0805177,17529 | 79969 | 54177 | 15734 | 44695 | 42608 | 37938
nm0004794,17529 | 20421 | 411108
nm0013487,18972 | 301001 | 116986
nm0300276,18972
nm0729473,26593 | 212437 | 38450 | 105424 | 27232 | 87874 | 174842
nm0642198,26593 | 101231 | 41317 | 121015 | 27703 | 9538 | 45767 | 72449 | 118915 | 21376 | 304816 | 148451 | 130774 | 101422 | 41357
nm0223157,15573 | 26185 | 130917 | 50378 | 135073 | 72447 | 50541 | 169714 | 9079
nm0001136,15573 | 88504 | 116698 | 42598 | 63100 | 45874 | 29735 | 9333 | 22694 | 50374 | 266314 | 74430 | 15346 | 50627 | 69151 | 11034 | 79891 | 31657 | 2153 | 42725 | 86193 | 811 | 57215 | 42264 | 5854 | 94574 | 69169 | 110661 | 67307 | 47817 | 38141 | 11974 | 25501 | 206157 | 19143 | 265741 | 38717 | 2176 | 38901 | 504 | 16071 | 18123 | 5172 | 634524 | 56109 | 50042 | 54075 | 70877 | 276902 | 129670 | 463257 | 456178 | 399896 | 432301 | 435473 | 500860 | 455675 | 539892
nm0001975,15573 | 75938 | 95556 | 251546 | 121971 | 56133 | 33331 | 149325 | 119327 | 10803 | 255837 | 272240 | 316098 | 9016 | 125705 | 51298
nm0104507,30708 | 21296 | 185151 | 124429 | 4926 | 189723 | 67642 | 28023 | 126550 | 280657 | 898 | 157687 | 68097 | 30062 | 43250 | 168338 | 337932 | 97904 | 133328 | 20121
nm0342201,30708 | 38152 | 20639 | 89545 | 41357
nm0611707,26185 | 257578 | 161565 | 35280
nm0001875,17538 | 95556 | 11234 | 249195 | 34732 | 31941 | 107019 | 40468 | 27786
nm0430151,17538 | 4479 | 104912 | 25680 | 114691 | 26119 | 24575 | 10655 | 31652 | 10803 | 93263 | 201918 | 119356 | 36677 | 10021 | 32767 | 25674
nm0000165,12584 | 42986 | 38152 | 238850 | 42780 | 151937 | 838 | 45232 | 19731 | 33258
nm0394435,301918
nm1760452,161951 | 236539
nm0282281,114242
nm0127247,114242
nm0133802,20663
nm0730815,41214 | 81235 | 47256
nm0119988,488 | 43354 | 119916 | 47682
nm0208125,26712 | 187516 | 48633 | 19618 | 85286
nm0806041,26712 | 30025 | 3766 | 35188 | 33731 | 24062 | 86782 | 90027 | 1882 | 72687 | 28000
nm0869084,30025 | 45628 | 248690 | 36516 | 87294
nm0518178,22733 | 4820 | 32831 | 269281 | 177973 | 56402 | 57991 | 58749 | 80677 | 79683 | 74656 | 29996 | 198646 | 11594 | 48451 | 1855 | 211561 | 62547 | 40494 | 65656 | 85044 | 174709 | 199479 | 22386 | 126243 | 117167 | 71073
nm0485485,28528 | 85023 | 16532 | 30927
nm0351947,116780 | 87939 | 43388 | 25787
nm0709704,37124 | 43110 | 50761 | 110568 | 6026 | 41749 | 14241 | 24014 | 63083 | 35057 | 4952 | 40894 | 4939 | 43041 | 110671 | 181471 | 928 | 52989
nm0428216,110299 | 29398
nm0371624,101308 | 169962
nm0001026,80638 | 25610 | 45046 | 27678 | 27706 | 12503 | 31606 | 97313 | 4918 | 71996 | 48864 | 342165 | 81009 | 856 | 48842 | 237466 | 15413 | 273046 | 19844 | 353686
nm0001687,33665 | 84884 | 2011 | 88912 | 26204 | 48249 | 118869 | 43002 | 753 | 24349 | 29845 | 10889 | 52109 | 2115 | 22478 | 339 | 108295 | 39428 | 18402 | 48862 | 9715 | 36568 | 45069 | 111147 | 11036 | 11081 | 9913 | 13337 | 270654
nm0822574,54946
nm0626350,98327 | 77937
nm0191562,98327
nm0499672,77937
nm0208370,296624 | 60061 | 262987 | 63072 | 231009 | 243059
nm0208375,296624 | 62701 | 43389 | 82113 | 56068 | 73747 | 58074 | 55960 | 62457 | 60193 | 63643 | 71133 | 65479 | 226787
nm0208377,296624 | 262987 | 74384
nm0727311,61461 | 293325
nm0162242,61461
nm0206993,61461
nm0779540,3596 | 207662 | 69058
nm0909727,65777 | 10949 | 238737 | 43139 | 161800 | 16939 | 80031 | 131074 | 33814 | 40244
nm0564738,35007 | 111960 | 50208 | 27256 | 89551
nm0801907,38364 | 259183
nm0936295,38364 | 38377 | 38388 | 38381 | 42648 | 38382 | 38389
nm0827464,38377
nm0256305,85820 | 75888 | 37744 | 28363 | 43230
nm0064604,41516 | 283480 | 43463 | 31558
nm0665828,41516
nm0611811,149119 | 23728 | 84850 | 27380 | 10969
nm0550646,54195 | 41032
nm0615211,54195
nm0021410,54195
nm0334543,107661 | 67596
nm0743595,42518
nm0397175,42518
nm0236756,42518
nm8483388,74654
nm0569151,87237 | 86737
nm0722189,87237
nm0808179,176117
nm1138157,176117
nm0227790,176117
nm0227789,176117
nm0227793,176117
nm1262729,67608
nm2205138,67145
nm0587679,66852
nm0338429,116989
nm0528890,116989
nm0332682,116989
nm0913248,116989
nm0671944,116989
nm0034439,256979
nm0906775,246630
nm0171713,246630 | 92820 | 65799 | 241081 | 45235 | 92819 | 212950 | 79495 | 27917
nm0632426,199305 | 58543
nm0773183,199305 | 65629
nm0409421,58543 | 200348 | 11972 | 58074 | 12548 | 43469 | 199479 | 199222 | 199184 | 52212
nm0749333,58543 | 28058
nm0723242,200348 | 92432
nm0707728,200348 | 43100 | 79025 | 78812 | 295764 | 281255 | 96265 | 69578 | 105085 | 279278 | 36283 | 80443 | 197257 | 69065 | 48248 | 293264
nm0185954,92432 | 5730 | 20806 | 83995 | 164578 | 64291 | 18993 | 170412 | 118255 | 30104 | 29498 | 75683 | 126081 | 185546 | 52959 | 144279 | 60759 | 39899
nm0803785,29146 | 38805 | 83972 | 535 | 26719
nm0457204,218221 | 277261 | 159414 | 20531
nm0406740,219233 | 244956
nm0199029,36872 | 3780
nm0619938,36872 | 105470 | 101740 | 11878 | 11712 | 12493 | 159414 | 101929 | 43095 | 31217 | 68715 | 14537 | 34528 | 34530 | 19884 | 31743 | 49355 | 97149 | 244956 | 37053 | 29452 | 39029 | 63411 | 11953 | 11645 | 107641 | 114941 | 239367
nm0462013,117800 | 39256 | 11712 | 79406 | 37873 | 154442 | 421467
nm0441961,117800
nm0847361,117800 | 49186 | 1678 | 18983 | 19545 | 1682 | 44662 | 203684 | 3115 | 39276 | 110283
nm0794205,111398 | 43113 | 49163 | 19742 | 43226
nm0476179,111398 | 126432
nm0443232,111398 | 3780 | 158068 | 19884 | 44662 | 126432 | 339349
nm0201626,42799 | 42871 | 133715 | 43096 | 33037 | 116385 | 43018 | 43108 | 121716 | 106042 | 28287
nm0138955,42799 | 42734
nm0182627,145769 | 174270 | 184674 | 342431
nm0672080,145769 | 174270 | 184674 | 147848
nm0688100,145769 | 147848 | 161885 | 148311
nm0281498,174270 | 67713 | 99899
nm0926923,201969 | 67713 | 202008 | 99899
nm0141479,202008 | 38467 | 38471
nm0390642,202008
nm0351930,291233 | 183039
nm0921247,291233
nm0141653,18262 | 72474 | 20424 | 177440
nm0668510,18262 | 56597 | 110851 | 29284 | 100656 | 31024 | 29260
nm0660327,90406 | 47446 | 80441 | 10604 | 272162 | 26842 | 26843 | 280957 | 2721 | 53654 | 22522 | 143355 | 47447 | 136575 | 64630 | 49361 | 46278 | 133750 | 163706 | 80207
nm0239210,90406 | 44969 | 216707 | 23525 | 25874
nm0853299,99345 | 15697
nm0182626,99345 | 49379 | 186584
nm0915840,99345 | 102195 | 42530 | 148615 | 1403 | 198010 | 70387 | 839 | 85195 | 80267 | 76771
nm0290086,430 | 193315 | 22233
nm0863016,430 | 152787 | 280038 | 23194 | 66485 | 153348 | 56369 | 121716 | 233233 | 198772 | 28187 | 201383
nm0000374,25566 | 42179 | 47869 | 39195 | 74343 | 66706 | 1632 | 11587 | 91138 | 2082 | 29143 | 52323 | 1702 | 10585 | 48841 | 261144 | 167938 | 133192 | 26358 | 12538 | 11932 | 65118 | 57190 | 27619 | 11249 | 8410 | 38033 | 42916 | 449519 | 393345 | 362826
nm0001527,25566 | 71357 | 108312 | 20876 | 20815 | 311 | 505 | 47359 | 39074 | 78802 | 12714 | 50463 | 195651 | 77957 | 306197
nm0738415,25566 | 272240 | 26522
nm0138770,297668 | 65066 | 221135 | 178614 | 109182 | 42448 | 39211 | 42228 | 36361 | 108061 | 118887 | 21024 | 121015 | 42371 | 87151 | 40934 | 9593
nm0001251,297668 | 42034 | 2699 | 237549 | 114691 | 19415 | 41587 | 2064 | 9414 | 68744 | 46063 | 22051 | 132961 | 42159 | 77314 | 30500 | 1412 | 23333 | 36141 | 38734 | 62670 | 11377 | 74946 | 39958 | 93676 | 414454
nm0000289,297668 | 91767 | 39072 | 39472 | 60422 | 119425 | 123056 | 65796 | 8092 | 9566 | 40480 | 104535 | 505 | 12150 | 11379 | 11028 | 42014 | 33221 | 46119 | 5247 | 13073 | 10261 | 10490 | 20912 | 41135 | 58258
nm0096302,253616
nm0955567,201840 | 72214 | 42651
nm0076713,201840
nm0792756,201840
nm0044747,72214 | 81604 | 72202
nm0464720,72214
nm0465342,42651 | 63449 | 244575 | 90326 | 462948 | 440639 | 72212 | 90566 | 462636
nm0204824,43457 | 82667 | 3149 | 31591 | 57949
nm0732717,43327 | 118549 | 281249 | 87517
nm0941683,126919 | 42495 | 111492 | 17590 | 27224
nm0816457,85285 | 282905 | 77553 | 82858 | 213744 | 24188 | 329868 | 68825 | 266316 | 23832 | 99095 | 248592 | 116236 | 38528 | 27431 | 293395 | 44697 | 193641 | 221527 | 198311 | 196421 | 106944 | 131830
nm0372758,73348 | 187482 | 112058
nm0071824,39893 | 42745 | 102283 | 24016
nm0898376,39893 | 39263 | 94655 | 77166 | 4374 | 26181 | 23615
nm0186048,39893 | 42987
nm0373324,58293 | 83519 | 28670 | 274102 | 115497 | 82807 | 30874
nm0359430,58293 | 55943 | 47452 | 283839 | 460064 | 463496
nm0167839,58293
nm0144197,88179 | 49742 | 49914 | 20187
nm0216301,88179 | 24214
nm0413561,55032 | 54391 | 238196 | 32867 | 75926 | 62433 | 94135 | 64875 | 5179
nm0001186,55032 | 238737 | 42457 | 16914 | 55380 | 3024 | 62847 | 52083 | 108259 | 18061 | 40064 | 22477 | 138876 | 281523 | 143839 | 39261 | 77647 | 242102 | 77166 | 33214 | 73116 | 83579 | 24453 | 29627 | 57565 | 11257 | 15029 | 26371 | 28013 | 89 | 61144 | 26670
nm0542146,56341 | 225184 | 58749 | 225228 | 42691 | 43194 | 24248 | 36236 | 5335 | 111232 | 86257 | 225223 | 3478 | 31058 | 56142 | 273868 | 294082 | 44658
nm0078783,206630
nm0021056,206630 | 143877
nm0252055,14822 | 26702
nm0000468,21970 | 52318 | 699 | 50541 | 315529 | 59897 | 107420
nm0724202,21970 | 40088
nm0131974,35826 | 40752 | 155233 | 86743 | 48719 | 16248 | 85509 | 41974 | 43085 | 321558
nm0400955,92311
nm0006800,31579 | 85483 | 396 | 252711 | 20444 | 131172 | 97936 | 25113 | 74896 | 42713 | 66488 | 118883 | 67772 | 27607
nm0516215,31579 | 1051 | 90094 | 135073 | 114096 | 32080 | 10237 | 1772 | 41288 | 133831
nm0706298,31579 | 127167 | 184578 | 24873 | 284753 | 353999 | 261794
nm0391064,198943
nm0570253,217172 | 43172
nm0894669,217172 | 85814
nm0769888,97088
nm0902700,97088
nm2453810,18770
nm0068772,11331 | 143841
nm0668626,11331
nm0015874,11331
nm0558663,31916 | 15515 | 25360 | 32142 | 272261 | 58733 | 37342 | 91736 | 115082 | 94542 | 50378 | 18974 | 286789 | 163879
nm0396455,1879
nm0120007,42485
nm0197461,42485 | 191428 | 86431 | 131027
nm0685263,42485 | 41689
nm0231344,42485
nm0245931,504228 | 242737
nm0071210,504228
nm0951385,504228
nm0651430,504228
nm0944123,242737
nm0081416,242737 | 101190
nm1410140,242737
nm0366253,20482 | 55308 | 73551 | 144109 | 85346 | 49508
nm0671985,217987 | 136966
nm0402277,43253 | 43197 | 43370 | 151207 | 195386 | 43367 | 167101 | 87303
nm0285818,177246 | 37301 | 221148 | 43141
nm0828328,177246 | 48136 | 42581 | 94092 | 102195 | 89385 | 42985
nm0608012,95603 | 1637 | 10052 | 59930 | 26889 | 15392 | 95963 | 133958 | 2900 | 14942 | 32707 | 9782 | 8343 | 237303
nm0001746,95603 | 379624 | 48745 | 47866 | 146243 | 41944 | 21309 | 47818 | 2028 | 30910 | 32284 | 140519
nm0055794,95603 | 31776
nm0239041,48795
nm0276354,209830 | 264061
nm0221797,264061
nm0026011,3766
nm0310989,192550 | 46007 | 208692 | 59846 | 133792 | 17352 | 242835 | 43232 | 173797
nm0132224,126596 | 43355 | 16939
nm0789600,23627 | 86272
nm0179875,377169
nm0752576,377169
nm0335519,120522 | 7227 | 110528 | 10766 | 56132 | 134288 | 75641 | 66592 | 64828 | 10633 | 42514 | 46885 | 86600 | 217085 | 360627 | 145364 | 31121 | 67744
nm0635826,120522
nm0647010,35188 | 96089 | 43108 | 175994 | 205761 | 219302 | 210940
nm0448133,140469
nm0217612,82093 | 11578 | 51949
nm0656526,152018 | 67756 | 67426
nm0672967,67756
nm0103854,11578
nm0097449,66540 | 267415 | 9633
nm0303636,66540
nm0028903,74810 | 76642 | 70449 | 132332
nm0033929,74810
nm0843163,11579
nm0748204,82835 | 56068 | 269297 | 128513 | 159263
nm0239660,95455 | 76775 | 67736
nm0726569,95455
nm0536484,95455 | 2574 | 25739 | 379617 | 52630
nm0078728,56544
nm0001179,27364 | 108003 | 42211 | 37679 | 6026 | 45235 | 82963 | 91613 | 358980 | 73839 | 46525 | 17691 | 439 | 45267 | 270463 | 28690 | 62590 | 91598
nm0221385,78475
nm0682664,58736
nm0778204,58736 | 48937 | 323445 | 382995 | 82814 | 139322 | 242575
nm0777951,58736
nm0729676,58185 | 74215 | 91478 | 28532 | 317961
nm0744349,58185
nm0204566,58185
nm0561158,70449 | 147 | 4484
nm0307491,37991 | 83124 | 58402 | 83136 | 64650 | 83122 | 27703 | 257006 | 116236 | 143747 | 149180 | 94376 | 105145 | 123940 | 54875 | 95864 | 151419 | 129851 | 27409 | 74839 | 260872 | 28820 | 198657
nm0692879,176810
nm0401042,149952
nm0767934,149952
nm0836497,149952
nm0884542,38457 | 121992
nm0550552,81878 | 46892
nm0121819,81878
nm0871710,237854
nm0379024,237854
nm0469287,237854
nm0077921,5781
nm0721073,5781 | 165915 | 74080 | 219043 | 39535 | 146202 | 4497 | 6474 | 35838 | 61044 | 1051 | 105085 | 65674 | 4593 | 105119 | 58061 | 87362 | 81004 | 260848 | 130647 | 10711 | 37550 | 292592 | 114337 | 105662 | 279112 | 45169 | 11767 | 124963 | 30883 | 283655
nm0596807,5781 | 221711 | 296933 | 63772 | 263816 | 159704 | 419450 | 64834 | 56949 | 42125 | 97755 | 247668 | 416383 | 77451 | 267 | 44408 | 58687 | 25846 | 127864 | 153781 | 484436 | 466614
nm0000962,5781 | 63229 | 5728 | 699 | 64567 | 37839 | 57714 | 62029 | 82817 | 48524 | 162383 | 46137 | 52366 | 2110 | 25500 | 72278 | 38883 | 298614
nm0362823,67313 | 249348
nm0669025,67313
nm0186697,67313 | 39288
nm0551091,31513
nm0566845,31513
nm0002035,299 | 18512 | 33736 | 33733 | 17696 | 151043 | 36818 | 1940 | 42618 | 338016 | 461500 | 11950 | 16560
nm0536781,100351 | 76018 | 27709 | 241797 | 5700 | 146958 | 13945
nm0734714,33736
nm0060988,33736 | 41032 | 185
nm0922967,90563 | 28289 | 170307 | 41028 | 58207 | 19953 | 36850 | 63848 | 912 | 4986 | 21882 | 62001 | 19606
nm0000366,90563 | 63691 | 1958 | 252063 | 2011 | 4194 | 63888 | 5590 | 277296 | 35838 | 81004 | 130647 | 76829 | 42145 | 42768 | 5967 | 4990 | 71055 | 42741 | 63176 | 83343 | 25388 | 649 | 125039 | 49685 | 11481 | 1651 | 4274 | 68864 | 78376 | 363295 | 1716 | 124352 | 2433 | 56379 | 256431 | 76348 | 76821 | 11654 | 2731 | 52873 | 124614 | 49935 | 33799 | 35717 | 16 | 28463 | 79435 | 47439 | 11370 | 95536 | 38021 | 32390 | 21775 | 51844 | 8892 | 41248 | 15438 | 51447 | 93188 | 157690 | 267804 | 283701 | 270899 | 329819 | 330764 | 439154 | 428558 | 498249 | 482710
nm0327602,109014
nm0840303,33733 | 31767 | 235092 | 140008 | 49890
nm0939795,33733 | 123961 | 21867 | 120520 | 860 | 10945 | 24909 | 18591
nm0607558,286352 | 76868 | 63438 | 23479 | 99194 | 174239 | 94129 | 40383 | 242920 | 53102 | 83849 | 131963 | 54160 | 29343 | 61755 | 15301
nm0261805,200445 | 89716 | 56776 | 102938 | 121945 | 207399 | 168712 | 35739 | 46360 | 325712
nm0231716,200445 | 39069
nm0493514,117984
nm0290136,117984 | 29030 | 168382 | 195383
nm0926013,117984 | 281380 | 3105 | 6003
nm0310843,35919
nm0071890,35919
nm0490961,35919
nm0577480,83098
nm0201009,64294 | 934
nm0124482,68822 | 22829 | 44478 | 67731 | 74580 | 139609 | 156988 | 61864 | 22504
nm0288215,85840
nm0596968,85514 | 110568 | 271572 | 76486 | 266
nm0320510,434050
nm0865575,49907 | 61823 | 168183 | 81803 | 45004 | 80701 | 164777 | 239329 | 186632 | 24160 | 24161 | 76486 | 45005 | 65573 | 76575 | 99916 | 268662 | 248592 | 10102 | 183073 | 67378 | 195416 | 65628 | 116236 | 150605 | 80443 | 56369 | 48688 | 81775 | 73697 | 242264 | 129564 | 62367 | 64034 | 74187 | 4484 | 60188 | 230821 | 197257 | 11684 | 138100 | 42117 | 63229 | 220177 | 60018 | 63071
nm0215770,49907 | 4705 | 4704 | 44926 | 30871
nm0535572,49907 | 102055
nm0601377,3476 | 106224 | 260914 | 167484 | 72279 | 71073 | 86505 | 29530 | 6591 | 68863 | 39996 | 22396 | 39979 | 161299 | 4791 | 115353 | 48855 | 4788 | 75630 | 4790 | 113776 | 256356 | 127624 | 4789 | 244219
nm0244850,3476 | 47416 | 3424 | 4734 | 79048 | 76348 | 33799 | 70239 | 113479 | 10305
nm0331054,1943 | 1803 | 4816 | 38731 | 44686 | 36288 | 88359 | 131966 | 140511
nm0287071,42664 | 77571 | 52480 | 49326 | 161076 | 88390
nm0002082,1685 | 42329 | 186682 | 50669 | 167119 | 56150 | 40140 | 46494 | 27431 | 217085 | 242354 | 99356 | 81772 | 42205 | 40383 | 341201
nm0365709,1685
nm0786538,180508
nm0351744,180508
nm0330629,18977 | 28586 | 109102
nm0496856,46892 | 63072 | 38962 | 59249 | 5839 | 44902 | 170412 | 38382 | 172585
nm0001350,46892 | 10536 | 11708
nm0193633,43833
nm0240178,218687 | 145310
nm0276155,218687
nm0491406,23383 | 44407 | 28916 | 43037 | 208708 | 112265 | 79864 | 20051
nm0341518,248780 | 43013 | 263270 | 74753 | 18250 | 43233 | 11085 | 87267 | 183247 | 3001 | 19753 | 5691 | 81522 | 152256
nm0741394,248780 | 234868 | 15716 | 36850 | 52203
nm0121169,248780
nm0395004,24012
nm0915077,24012 | 83015 | 20324 | 38006 | 126927 | 39309
nm0779285,78078 | 263270 | 36741 | 79864 | 30374 | 29400 | 21143 | 42344 | 234149
nm0687506,18929 | 37258 | 12139 | 73116 | 55321 | 64293 | 10368 | 277396 | 12701 | 241302 | 27362 | 3101 | 26561 | 25440 | 11674 | 17915 | 47959 | 10678 | 15397 | 47880
nm0587234,84164 | 47698 | 42472 | 10338 | 1815 | 42987 | 170315 | 132482 | 80382 | 1052 | 168976 | 108387 | 87628 | 30789 | 92298 | 32054
nm0000654,84164 | 5335 | 3469 | 36645 | 80494 | 169869 | 41225 | 42740 | 348989 | 28440 | 119575 | 31945 | 76072 | 44926 | 108758 | 19621 | 62131 | 10128 | 2047 | 2759 | 215373 | 63945 | 10388 | 14651 | 10756 | 14877 | 8909 | 74076 | 127370 | 514999 | 52010 | 403390
nm0001158,1942 | 145838 | 202941 | 135644 | 105106 | 109667 | 102444 | 188608 | 62 | 102283 | 74896 | 4155 | 16938 | 38699 | 60587 | 238091
nm0485894,44006 | 40387 | 47880
nm0277975,44006 | 3560 | 47003 | 34991 | 73208 | 42345 | 158762 | 41946 | 28468 | 263946 | 11573 | 106046 | 494 | 11954 | 31183 | 423
nm0921459,17665 | 4461 | 1714 | 1628 | 13580 | 75641
nm0147250,993
nm0560064,993
nm0000869,137984 | 47402 | 144299 | 123628 | 34282 | 42719 | 10604 | 118121 | 120729 | 3469 | 194706 | 158741 | 36194 | 87267 | 143839 | 111492 | 163627 | 33765 | 52964 | 10264 | 120959 | 143547 | 48131 | 17685 | 123701 | 198491 | 66027 | 54302 | 106618 | 38731 | 16323 | 33851 | 164020 | 29177 | 67750 | 47034 | 18098 | 44488 | 54583 | 41488 | 32528
