ITEM_ID,TITLES
nm6090769,58281
nm0297893,70322
nm1708042,70322
nm0457484,70322
nm0448743,99537 | 85196 | 95018 | 39882
nm0021501,99537 | 251369
nm0049392,99537
nm0954600,99537
nm0057307,85196
nm0751104,85196
nm0061117,85196
nm0625260,95018
nm9783241,95018
nm0605042,39882 | 36808 | 94548
nm0831124,39882
nm1242948,39882
nm0020281,158443 | 96129 | 257198
nm0559726,158443
nm0550600,158443
nm0403241,158443
nm0170578,96129 | 273735 | 31251
nm0163990,96129
nm0921961,257198
nm0243664,257198
nm0094023,29672
nm0168268,29672
nm0008617,29672
nm0553281,89659
nm0017493,89659 | 163447
nm0282562,89659
nm0483177,89659
nm0178858,89659
nm0679410,218063 | 34223 | 80984 | 45361 | 24198 | 38084 | 37818
nm0086676,218063
nm0773014,86284
nm0473594,37672 | 90076
nm0357557,123615 | 21241
nm0792177,88174 | 169586 | 51933 | 57679 | 13644
nm0000872,2887 | 42086 | 86764 | 4837 | 40978 | 54156 | 70410 | 89337 | 1411 | 290715 | 390 | 41588 | 65398 | 196859 | 27338 | 27339 | 49597 | 15728 | 18096 | 25795 | 58133 | 63171
nm0000477,9770 | 50512 | 20156 | 51167 | 10546 | 14847 | 15730 | 44373 | 73943 | 117878 | 135368 | 366045
nm0334179,14914 | 2698 | 10147 | 20407 | 14422 | 272878 | 286532 | 369883
nm1537811,14914
nm1429380,228205 | 374461 | 158852 | 365942 | 271185 | 46665 | 47320 | 50479 | 84199
nm1658935,228205 | 160139 | 8368 | 296178 | 120798 | 10529 | 191698 | 14456 | 271969 | 58431 | 128270
nm2207222,228205 | 299145 | 362703 | 376003 | 98568 | 76617 | 268896 | 404733
nm0753314,296098 | 8447 | 40651 | 267935 | 320311 | 11845 | 374720
nm0752407,296098 | 470897 | 55725 | 14295 | 211029 | 325789 | 3580 | 309298 | 35219 | 158907 | 43943 | 13468 | 302699
nm0942833,409536 | 68540 | 47057
nm0228105,409536
nm0127373,409536 | 294016 | 13490 | 23082 | 470932 | 328111 | 446048
nm5262775,409536 | 355547
nm6070926,409536
nm3241461,409536
nm0363157,11296
nm0287173,12762
nm0750852,34223 | 27769 | 507201 | 61789 | 10014 | 52599 | 35371 | 353058 | 584127
nm0001116,18009 | 41257 | 847 | 61403 | 19287 | 11811 | 19286 | 19288 | 48675
nm0372587,18009
nm0244193,18009
nm0626726,51992
nm0001172,64167 | 127370 | 2274 | 36561 | 18856 | 31712 | 1933 | 8915 | 49306 | 9905 | 170 | 25147 | 44308 | 23750 | 426618 | 80709 | 490269
nm0248344,64167
nm0499323,49922 | 20148
nm0319698,6309 | 168643 | 18937 | 111854 | 299581
nm0001015,6309 | 283596 | 17919 | 84180 | 2143 | 40156 | 9427 | 53905 | 26124 | 159179 | 36643 | 111738 | 61528 | 1783 | 19059 | 22200 | 24056 | 10212 | 10381 | 1613 | 180863 | 59058 | 49474 | 10397 | 1562 | 22901 | 25311
nm0035605,47084 | 13632 | 268009 | 90755 | 22279 | 206 | 472269
nm0785227,47084 | 49051 | 54584 | 281338 | 50135 | 13849 | 52764 | 119450 | 2309 | 256766 | 61791 | 10096 | 17578 | 37234
nm0550371,47084 | 114961 | 371504 | 411728 | 15185 | 341013 | 71461 | 216156 | 18739 | 17725 | 13687 | 38542 | 85889 | 146404 | 278236
nm0682753,47084
nm0998499,47084
nm2946516,47084 | 320311 | 23047 | 369972 | 407445 | 95675 | 446807 | 467660 | 423783
nm0401264,451480 | 269795 | 433356 | 293863 | 228970 | 450489 | 308823 | 24285 | 36115 | 306947 | 340268
nm1817670,451480 | 415647
nm3726887,451480 | 293238 | 261768 | 352490 | 137321 | 72842 | 228066 | 428886 | 270302
nm0935653,283596 | 11826 | 29182 | 436932 | 37924 | 25476 | 309503 | 10955 | 12201 | 26124 | 21252 | 56608 | 42739 | 47072 | 18002 | 54584 | 16608 | 28698 | 2310 | 116613 | 48838 | 120798 | 257088
nm0416524,311291 | 52654 | 24077 | 18093 | 159179 | 436245 | 470918
nm0920185,311291 | 401847 | 346388 | 373209
nm0041405,351638 | 9960 | 145660 | 38826
nm0033691,351638
nm0392474,351638
nm0311431,351638
nm0771633,44201
nm0826273,44201
nm0834013,146787 | 105433
nm0829781,55996
nm0089882,55996 | 33057 | 19958 | 23239
nm0078889,55996
nm0336565,55996
nm0553278,393523
nm1461286,393523
nm0821673,19673
nm0895036,183236 | 217043 | 148782
nm0238454,143117 | 66095 | 48623 | 73534 | 141520
nm5734690,143117
nm0331240,83614 | 133088
nm0516397,83614
nm0321687,57770 | 450930 | 187241
nm0155954,57770
nm0690442,133088
nm0955890,133088
nm3603350,303515 | 81202
nm6826724,303515
nm0538285,303515
nm0276576,89675
nm0606131,89675
nm0722152,72949 | 195503
nm0093369,83491 | 86157
nm0451355,63299
nm0699180,63299
nm0015586,167858 | 64765
nm0685355,167858
nm0010697,63300
nm0333572,84821
nm0527780,94696
nm0683689,94696 | 37176
nm0835353,94696
nm0767516,94696
nm0880767,37176 | 256520
nm0350575,198493
nm0665668,198493
nm1327141,198493
nm0651067,60825 | 291375
nm0722440,85837
nm0420170,85837
nm0683888,114257
nm0284969,114257
nm0643885,37711 | 26886 | 21959 | 40079 | 14525 | 459267 | 21966 | 182827 | 412120 | 10116 | 66062 | 25053 | 70193 | 8652 | 94047 | 180891 | 424995 | 448755
nm0955471,37711 | 5175 | 146 | 44217 | 18476 | 79 | 23305 | 9550 | 844 | 44865 | 34561 | 1904 | 14449 | 382572 | 75463 | 289930 | 16321 | 295273 | 24986 | 121602 | 12276 | 220488
nm0075710,98505 | 150747 | 1935 | 12713 | 333549 | 5528 | 451499 | 65081 | 67739 | 51860 | 5592 | 171982 | 4108 | 21776 | 583268 | 13387 | 25205 | 295298 | 398939
nm1980761,16306
nm0062010,16306
nm0009428,94630
nm0066407,94630
nm0012419,94630
nm0059594,94630
nm0685123,34588 | 199883 | 67617 | 21752 | 81055 | 43615 | 363103 | 167683
nm0708802,34588 | 254384 | 21752 | 259719
nm0479895,34588
nm0535676,67612
nm0223986,225466
nm0905996,225466
nm0543024,104304
nm0939861,104304
nm0959031,104304
nm1584638,104304
nm0400904,104304
nm0179656,104304
nm0006491,63716
nm0640039,482119 | 211914
nm4498168,482119
nm0850481,253105
nm0767053,253105
nm0899423,253105
nm0758745,55517
nm0756508,55517
nm0634962,36766 | 55558 | 36768 | 36769 | 62898 | 62900 | 36770 | 36771
nm0145745,62894 | 62896
nm0864247,320293
nm0014408,320293 | 293471
nm0433547,320293
nm0881408,464037 | 164419 | 483222 | 415257
nm0636729,464037 | 55254 | 478502 | 55522 | 471105 | 55403 | 439695
nm0466636,113660 | 20548 | 350555 | 62775 | 71579 | 48395 | 20163 | 41141 | 408483 | 358293 | 203062 | 300487 | 359325 | 530294
nm0670445,113660 | 284306
nm0632938,113660
nm0291918,365188 | 49320 | 55396 | 21245 | 60678 | 135225 | 148077 | 102234 | 64029 | 203060 | 29040 | 68190 | 70482 | 59568 | 35735 | 20164 | 378350
nm0901346,365188 | 499375 | 20163 | 487635 | 378350
nm3273147,365188 | 315057 | 140708 | 178806
nm0066854,18591
nm0447555,109600
nm0447556,109600 | 90835
nm0509174,109600
nm0788906,60595
nm0438489,60595
nm0786024,78263
nm0054672,42788
nm0603041,42788
nm0419490,137599 | 226814
nm0872910,11659 | 11447 | 31289 | 575568 | 266396 | 158182 | 186988 | 449856 | 84427 | 445605 | 538362
nm0516222,11659 | 89587 | 29458 | 185918 | 42399 | 24164 | 59046 | 320028 | 286301 | 18219 | 229582
nm0858048,82817 | 9381 | 60254 | 13336 | 14400 | 157834 | 57695 | 10376 | 197772 | 321751 | 199977 | 467675 | 147656 | 271826 | 366104 | 392794
nm0362202,202043 | 129948
nm0734654,202043 | 146295 | 338546
nm0134922,202043 | 64123 | 120949 | 63339 | 11347 | 378724 | 48339 | 19833 | 430951
nm0940100,202043
nm0866805,202043
nm0755632,202043
nm0835016,202043 | 347984 | 263947 | 136278 | 15102 | 137347 | 77221 | 204922 | 49517 | 343668 | 1783 | 12113 | 10528 | 437626 | 67913 | 328429 | 287947 | 113262 | 44912 | 93828 | 97630 | 247845 | 267193 | 334517 | 376290
nm0428121,259209 | 297736 | 76857 | 634 | 9801 | 11348 | 38031 | 95610 | 144206 | 295144 | 428493
nm0001110,259209 | 9411 | 54968 | 337751 | 2277 | 10830 | 766 | 8438 | 12488 | 17187 | 29597 | 9378 | 1444 | 174772
nm0334150,20684 | 184716 | 279975 | 40694 | 83581 | 49306
nm0877587,20684 | 18620 | 44479 | 402463
nm0009424,27259 | 30496 | 72094
nm0069331,27259 | 42739
nm0349708,27259 | 288463 | 50492
nm0066586,47657 | 41160 | 14596 | 159179 | 41290 | 47232 | 35176 | 10696
nm0573223,47657 | 1783 | 16057 | 121662 | 128110
nm0180943,47657
nm0700059,263946 | 263947 | 41844 | 454652 | 424945
nm0867017,263946 | 9450 | 67252
nm0614427,263946
nm0185354,263946 | 147269 | 192767
nm0507207,263946 | 48339 | 18230 | 57745 | 23704 | 344560 | 8129 | 8557 | 203321 | 269747 | 449459
nm0078925,263946 | 415647 | 210695
nm1678849,263946 | 82634
nm0082599,49977 | 47542
nm0405586,49977
nm1901979,49977
nm0074804,49977
nm1913092,49977
nm0959745,47542
nm0589629,72339 | 310431
nm0819491,1838 | 16015
nm0726870,1838
nm0345736,167707
nm0816310,167707 | 53294
nm0239155,167707 | 198481
nm0727051,192367 | 73621
nm0329693,49323 | 566972
nm0418078,49323 | 47587 | 16359
nm0958495,49323 | 2754
nm0498794,49323
nm0210918,566972 | 208451 | 53741 | 58886 | 473311
nm0797052,566972
nm0997115,129 | 79707 | 198375 | 378064 | 476292
nm0153738,129 | 24477 | 416602 | 11544 | 15567 | 21316 | 28594 | 335872 | 158388 | 17532
nm0383708,129
nm0612621,94225
nm0732279,94225
nm0152187,94225 | 165660 | 460625
nm0321816,94225
nm0076579,7281
nm0850463,75018
nm0356535,137662
nm0999011,262609 | 27840 | 130018
nm2446146,262609
nm3210928,262609
nm0473432,217043
nm0093718,8832 | 49726 | 85463 | 147868 | 485894
nm0785842,8832 | 110447 | 393857 | 179144 | 58060 | 417670 | 520736 | 167221 | 56040 | 24653 | 52259 | 42411 | 8882 | 49850 | 121998 | 447335 | 468202
nm0949736,30810
nm0662692,30810
nm0132221,30810
nm0219381,30810
nm1712020,30810
nm1665627,30810
nm0218896,30810
nm0246814,125751 | 96350 | 20850 | 7392 | 28656 | 28746
nm0139433,125751 | 67974
nm0360973,125751
nm0799984,125751
nm0711564,96350
nm0542955,96350
nm0409844,96350
nm0461361,20850
nm0612611,20850
nm0555642,20850
nm0354486,7392 | 315 | 5720 | 5748
nm0001142,7392 | 95108 | 5725
nm0101931,7392 | 22020
nm0857216,7392 | 38020 | 42012
nm0217695,7392
nm0266134,28656 | 86647
nm0836054,28656 | 86508
nm0548587,28656 | 59072
nm0728674,28656 | 86647
nm0561022,28656
nm0605565,28746
nm0490329,28746
nm0537630,28746
nm0360081,36600
nm0376138,163997 | 5656
nm0790720,163997
nm0036181,67556
nm0510058,67556
nm0557540,67556
nm0787114,107352 | 71704
nm0484764,107352 | 32226 | 401132
nm0799436,71825
nm0903787,71825
nm0224532,94005
nm0001795,18975 | 40490 | 38225 | 17037 | 45325
nm0221754,18423 | 42884 | 28353
nm0004999,143299 | 41183 | 10744 | 28917 | 15676 | 58625 | 14578 | 98431 | 18638 | 24309 | 32526 | 51986 | 10472
nm0566187,143299 | 20984 | 72116 | 416500 | 74477
nm0018729,256075
nm0861003,256075
nm0363857,28943 | 35944 | 75657 | 131737 | 41592
nm0001573,62214 | 37821 | 12630 | 9479 | 13785 | 163228 | 772 | 43535 | 63564 | 16448 | 12257 | 15566 | 16523 | 14799 | 13002 | 115283
nm0004395,51384 | 11560 | 25195 | 115283 | 10093 | 97732 | 308024 | 13692 | 243938 | 23604 | 287903 | 32868 | 80038 | 421471 | 346671 | 381040 | 392012 | 430780
nm0006969,51384 | 212058 | 4464 | 11652 | 29080 | 98548 | 135647 | 11260 | 14254 | 12779 | 271714 | 10523 | 43539 | 5375 | 9035 | 20668 | 15373 | 59968 | 187596 | 13243 | 46283 | 13169 | 137106 | 10358 | 412988 | 49527 | 280217 | 458897 | 531309
nm0583951,77494 | 227859 | 29159 | 141055 | 56527 | 25038
nm1978694,467924 | 339405 | 356895 | 245706 | 438431
nm2180201,467924
nm0889152,18588 | 112518 | 27408 | 10117 | 13938 | 77195 | 68482
nm0310966,70585 | 63492 | 80919 | 57431 | 371638 | 45022 | 587332 | 84200
nm1522323,36919 | 76638
nm0438403,167752
nm0215167,74199 | 139085
nm0816726,74199 | 81400
nm0867068,74199
nm0228686,53186 | 47390
nm0059303,285684 | 395511
nm0161729,285684
nm0392707,285684
nm0365107,91138 | 116904 | 27767 | 90414 | 135686
nm0239958,34163
nm0653157,47448 | 36323
nm0403876,47448 | 140394
nm0711358,47448
nm0055106,183383
nm0482524,183383
nm0398417,42139 | 42020
nm0422981,42139 | 42020
nm0898266,42139
nm0192388,92298
nm0434862,92298
nm0371342,32054 | 14924 | 184716 | 9729 | 559713 | 160128 | 360328 | 567665
nm0723579,32054
nm0611356,32054
nm0297538,108758
nm0538794,108758 | 29927
nm0227343,108758
nm0835697,19621
nm0164633,19621
nm0684436,62131
nm0307817,62131
nm0397441,10128
nm0001602,2759 | 10479 | 2135 | 209271 | 66113 | 1997 | 2118 | 202241 | 41820 | 67962 | 77 | 16608 | 458109 | 74998 | 10202 | 13910 | 118984 | 16197 | 454033 | 68721 | 294132 | 81796 | 13291 | 16056 | 157845 | 16083 | 10212 | 11362 | 16311 | 12271 | 12162 | 82633 | 46261 | 44629 | 324560 | 158907 | 141095 | 141099 | 264578 | 528095
nm0751405,2759 | 114556
nm0045937,215373 | 88722 | 256422 | 10778 | 111883 | 67365
nm0498247,63945 | 139949 | 291731 | 9945 | 20318 | 94894 | 54655 | 1923 | 12635 | 125958 | 206042 | 500734
nm0527852,14651 | 381353 | 59954 | 83801 | 6360 | 70955 | 99579 | 274483 | 139159 | 273153 | 135281 | 58309 | 84427
nm0859720,10756 | 11469 | 18654 | 16931
nm0285913,14877 | 41185 | 23967 | 17403 | 367807 | 256196
nm0394045,14877 | 70773 | 69393 | 82313
nm2605345,127370 | 272435 | 244458 | 475007 | 9543 | 340101 | 447034 | 10748 | 101915 | 60304 | 38961 | 146238 | 334532 | 38542 | 539572 | 102780
nm1812656,514999 | 484641 | 254302 | 301355 | 522162 | 123109 | 505177 | 70436 | 38961 | 420622 | 340268 | 49017 | 321612 | 515741
nm0675730,52010 | 64679 | 13256 | 246241 | 17210 | 18762 | 45549 | 11880 | 19564 | 11494 | 127651 | 114172
nm0905357,52010 | 101662 | 81972 | 47018 | 43654 | 15056 | 38618 | 50497 | 485911 | 283691
nm1796057,403390 | 497362 | 340613 | 419835 | 72710 | 270302
nm2885819,403390 | 226354 | 542968
nm0246824,8441
nm0009334,8441 | 47089
nm0073162,8441 | 77291 | 14629 | 123833 | 342573
nm0481185,8441 | 73976
nm0412880,836 | 194853
nm0722901,836 | 86234
nm0532135,836
nm0811663,836 | 86234
nm0159878,55154
nm0778272,55154
nm0921713,55154 | 24642
nm0576447,55154
nm0130637,11083 | 52320
nm0635962,11083 | 336884 | 17080 | 16003 | 324776 | 363607
nm0117429,11083 | 34683 | 38960 | 119769 | 100973 | 136238 | 72654 | 187628 | 377200
nm0042212,52320 | 13318 | 24427
nm0028441,52320
nm4082163,52320
nm0624393,41961 | 360544
nm0790202,183162 | 115232 | 66095 | 133574 | 118154
nm0678933,183162 | 344797 | 23808 | 435901 | 70162
nm0804714,183162
nm0751883,231510 | 154662 | 302531
nm0899051,231510
nm1588798,231510 | 63838 | 98604 | 62778 | 143022 | 76746
nm2548573,231510 | 358962
nm1654973,231510
nm4875794,231510
nm5426973,231510 | 338942 | 527248
nm3856052,231510
nm5690494,231510 | 370964 | 285021
nm0678430,92096
nm0535597,92096
nm0797947,92096
nm1196867,92096
nm3994407,534344 | 177572 | 320430
nm0820567,293270
nm0729639,40363
nm0139997,40363 | 40339
nm0001600,45877 | 41818 | 272610 | 12211 | 476919 | 197624 | 36588 | 20012 | 13360 | 45214 | 26722 | 40537 | 201350 | 298028 | 312526
nm0654240,45877 | 53000 | 139075 | 60596 | 527 | 13893
nm0005318,45877 | 250608 | 461955 | 45097 | 218408 | 52925 | 86970 | 21623 | 63045 | 5521 | 17775 | 161087 | 53245 | 13019
nm0005458,10483 | 49021 | 27582 | 278924 | 27578 | 138103 | 10016 | 119283 | 72387 | 10796 | 9759 | 10431 | 10851 | 2312 | 44982 | 168259 | 100 | 4108 | 13387 | 9335 | 5289 | 204082 | 107 | 9995 | 345940 | 15092 | 238713 | 8848 | 7515 | 384018 | 1948 | 265208 | 136418 | 337339
nm0879085,10483 | 11866 | 584 | 18056 | 9917 | 578189 | 16161 | 8292 | 13275 | 1858 | 8373 | 38356
nm1573253,2274 | 359790 | 232679 | 13836 | 277558
nm1676221,10074 | 87428 | 287689 | 332210 | 11802 | 76492 | 159824 | 400155 | 84184 | 341012 | 458506 | 604196
nm1672246,10074 | 341012 | 18162 | 604196 | 251516 | 432612
nm0272706,28355 | 375569 | 11559 | 230274 | 437042 | 86597 | 233738 | 15434 | 108251 | 62989 | 134375 | 363689
nm0177896,28355 | 82693 | 51876 | 274479 | 332562 | 49429 | 83686 | 10185 | 222936 | 10201 | 34544 | 168672 | 23706 | 12572 | 164251 | 295964 | 97367 | 118340 | 18785 | 45243 | 109439 | 109513 | 190859
nm3338149,506876
nm0367510,506876 | 347127
nm0000170,456740 | 18 | 2017 | 44113 | 10047 | 318 | 13888 | 9469 | 334074 | 240745 | 14603 | 22824 | 7737 | 173897 | 53100 | 14062 | 17906 | 1576 | 24080 | 1577 | 9920 | 12403 | 35791 | 52451 | 70577 | 39253 | 71679
nm1092086,456740 | 612701 | 156022 | 169917 | 137566 | 62492 | 261824
nm7603745,456740 | 340485
nm0933940,262982 | 294963 | 6022 | 91586 | 1440 | 13183 | 309503 | 13279 | 9833 | 41210 | 399035 | 13944 | 522162 | 297802 | 353378 | 138843 | 227300 | 63493 | 2652 | 259693 | 276839 | 50673 | 253312 | 305943 | 57157 | 521029 | 49018 | 204968 | 523139
nm1211488,262982 | 28520 | 11162 | 126337 | 77957 | 17106 | 49529 | 14848 | 12526 | 360203
nm0015382,332718 | 14869 | 76649 | 10060 | 475214
nm1942207,332718 | 552858 | 286987
nm0806968,436932 | 446131 | 50204 | 187927 | 310491 | 312831 | 363690 | 135990 | 74725 | 204255 | 555044 | 356189
nm0364890,436932 | 105952 | 14823 | 145221
nm3199307,324552
nm0648249,538225 | 123182 | 113213 | 44896 | 1571 | 61148 | 1620 | 12403 | 22597 | 8409 | 10591 | 13668 | 29427 | 46529
nm0539155,538225 | 346699
nm1080077,502259
nm1527905,502259 | 258230 | 471507 | 468362 | 87499 | 11494 | 430040 | 70196 | 12877 | 271969 | 406668
nm2934314,502259 | 468224 | 59965 | 62764 | 111969 | 291328 | 200727 | 457799 | 123553 | 487287 | 401104
nm10079577,559418
nm10080642,559418
nm0061437,30648 | 121927
nm0237799,121927
nm0493816,90816
nm0596310,82942 | 11503 | 32075 | 32146 | 41780 | 5237
nm0242026,32146 | 136867 | 53774 | 415647 | 209350 | 10934 | 21168 | 36328 | 60170 | 400928
nm0559344,5237 | 16417
nm0001210,5237 | 103201 | 48309 | 21352 | 2453 | 4337 | 9319 | 41128 | 44046
nm0121559,5237 | 193103 | 72387 | 118452 | 5550 | 10280 | 46986 | 18550 | 47802 | 29135 | 38545 | 283536
nm0261729,200950 | 70190 | 31150 | 34311
nm0009969,98209
nm0141219,98209 | 1411 | 73146
nm0366637,98209
nm0512078,98209
nm0490378,98209 | 601744 | 223732 | 253484
nm0330212,67302
nm0465728,33787
nm0001781,28529 | 41568 | 16225 | 67398 | 67395 | 203021 | 91006 | 67396
nm0000677,100196 | 53092 | 11678 | 9946 | 30814 | 437375 | 134806 | 10384 | 15644 | 35851 | 9100 | 47237 | 97732 | 26195 | 12165 | 13692 | 18408 | 334531
nm0427728,100196 | 149213 | 415441 | 50780 | 13989 | 347938
nm0502813,10213 | 18183 | 472715 | 39434 | 84089 | 61217 | 283707 | 582873 | 412093
nm0148043,10213 | 56007
nm0819079,10213 | 18206
nm0763022,23843 | 24164 | 171582 | 12800 | 42808
nm0862755,23843 | 84865
nm0662960,23843 | 312316 | 113882
nm0247579,379441 | 11825 | 11895 | 101501 | 254047
nm0568180,379441 | 46718 | 15614 | 8398 | 5857 | 442064 | 15268 | 102222 | 270938 | 171581
nm3690152,379441
nm1270009,246403 | 340601 | 543772
nm3929195,309886 | 425373 | 291413 | 407447
nm0296901,88338 | 56429 | 17386
nm0140373,88338
nm0401936,11955 | 51806 | 55940
nm0797268,117581 | 413467
nm0402644,117581
nm0816030,45096 | 29140 | 124124 | 96594 | 40072 | 97547 | 53472 | 76155
nm0298281,45096 | 114761 | 18323 | 39002 | 72956 | 19824 | 59436 | 158990 | 414187
nm0639917,66115 | 343858 | 561362
nm0186247,66115
nm0828142,66115
nm0598757,440244
nm0004730,440244 | 118760 | 345887
nm0352758,440244 | 79599
nm0515729,440244
nm0751154,41257
nm0075259,41257 | 61403 | 201281
nm0694375,41257 | 18917 | 160102
nm0429471,41257 | 61403
nm0862298,41257 | 61403
nm0376296,41257
nm0393661,42489 | 201283
nm0558618,42489
nm0552385,101279 | 34101 | 42549
nm0779467,101279 | 291622 | 16889 | 64945 | 13766 | 20239
nm0709337,31361
nm0400691,31361
nm0934437,250155
nm0362708,250155
nm0004996,16186 | 17134 | 13812 | 442249
nm1551130,258673 | 58104 | 63574 | 13751 | 22640 | 13579 | 139255 | 417688 | 13968 | 295886 | 348089 | 110490
nm0157607,42251
nm0006347,42251 | 191513
nm0242382,42251 | 54145 | 29903
nm0606584,26827 | 75469
nm0630464,65639
nm0005051,65639 | 318356 | 50515
nm0443856,318356 | 50515 | 25196
nm0574540,318356 | 50515 | 43274
nm0497570,318356 | 50515 | 15999
nm0005581,87500
nm0536980,87500
nm0755017,87500 | 36460
nm0657676,148451 | 90879 | 83613
nm0001939,480100
nm7511498,480100
nm8453762,480100
nm0000282,323111 | 43643 | 127016 | 38225 | 22451 | 53967
nm0122558,323111
nm0597450,134147
nm0004900,134147 | 86326 | 115717 | 69621 | 138977
nm0416404,134147 | 352851 | 17004 | 348634 | 39750 | 148652 | 587928
nm0543215,134147 | 56766 | 96011 | 128136 | 37453 | 30767
nm0378697,79975
nm0364918,79975 | 91721 | 21968 | 78076 | 44568
nm0250643,79975 | 52560 | 6715
nm11497624,25749
nm0577601,25749
nm0832653,34766 | 29742 | 34765
nm0659573,34766 | 34765 | 6524 | 55492 | 103488 | 31389
nm0712368,34766 | 13493 | 10808 | 212067 | 32293 | 37609 | 13179 | 62592 | 361588
nm0051619,34766
nm0799895,29742 | 92620 | 101514
nm0540767,29742 | 34765
nm0103731,29742
nm1468936,34765
nm0185788,223922
nm0208953,223922
nm0063740,223922
nm0635978,14621
nm0768795,220809
nm1020089,220809 | 26491 | 46138 | 359784 | 13949 | 116149 | 346648 | 160588 | 103378 | 49020 | 121674 | 174311 | 44223 | 278236 | 399055 | 10503
nm1296102,220809 | 128089 | 223902 | 35395 | 137072
nm0287825,91721
nm0534297,167556
nm0611976,167556 | 89386 | 45249
nm3217784,167556
nm0024685,167556
nm0386338,80046
nm0000287,2924 | 9423 | 587808 | 12241 | 73501 | 53670 | 867 | 136793 | 5187 | 125762 | 1551 | 144580 | 60003 | 11859 | 365651 | 24080 | 2307 | 41633 | 226167 | 352845
nm0005316,14361 | 16471 | 510034 | 338387 | 272114 | 33766 | 13891 | 62184 | 88224 | 24186 | 15708 | 7301 | 288952 | 291405
nm0758436,14361 | 9296
nm0486277,10061 | 13122 | 40688
nm0301370,2163 | 6980
nm0005042,9425 | 10601 | 432192 | 270271 | 10771 | 403570 | 2024 | 54390 | 158916 | 12410 | 1921 | 308361 | 159932 | 22972 | 220882 | 340837 | 526051 | 454699
nm0005188,20312 | 149871 | 4523 | 244316 | 22825 | 476335 | 64639 | 250959 | 239573 | 345942 | 6557 | 39691 | 29080 | 13197 | 50359 | 1452 | 84174 | 83869 | 13523 | 16315 | 9424 | 18041 | 18165 | 72784 | 239571 | 187596 | 284537
nm0249378,20312
nm0005230,4911 | 26301 | 50942 | 36807
nm0005454,4911 | 283686 | 242042 | 834 | 285843 | 11679 | 14000 | 14251 | 20 | 277 | 244761 | 18165 | 124298 | 10665 | 92493
nm0001187,14292 | 13150 | 9283 | 12100 | 37165 | 25128 | 125360
nm0922263,14292 | 8460
nm1263939,11459 | 273271 | 71668 | 64191 | 74549 | 115626 | 29427 | 163814 | 293205 | 94887 | 13207 | 4641
nm0002536,503 | 9833 | 14164 | 73527 | 435 | 54390 | 112961 | 322 | 290542 | 32124 | 276908 | 253254
nm0004912,12920 | 112130 | 514547 | 7737 | 1577 | 121676 | 35065 | 411802 | 481755
nm1057928,253768 | 1991 | 362676 | 46541 | 277597 | 376292 | 174682 | 359025 | 20781 | 398096
nm1089685,1991 | 9921 | 340243 | 21373
nm0696169,75074 | 44862 | 14171 | 13548
nm0003069,296524 | 293633
nm0341174,296524 | 333371
nm0224565,209247 | 321558 | 327418 | 62399 | 76489 | 287358 | 343112 | 212934 | 485517 | 63423
nm0289142,294963 | 127372 | 7461 | 11170 | 7459 | 94348 | 338676
nm0005029,527435 | 421758
nm6237346,527435 | 524251 | 303991 | 419479 | 470229
nm6081322,527435 | 495193
nm0324658,273248 | 24832 | 29914 | 43658 | 36733 | 363088 | 362703 | 338970 | 298095
nm0936822,83147
nm0041412,54154
nm0567135,7219 | 39916 | 7216
nm0194848,81825
nm0031337,81825
nm0148738,297736 | 523373
nm10047262,297736
nm0137092,195383
nm0925799,155447
nm0666221,155447
nm0450575,155447
nm0458951,42597 | 24070 | 268259
nm0130282,42458 | 87451 | 15216
nm0696031,32044
nm0041251,46124
nm0583963,46124 | 11713 | 9462 | 18666 | 35170 | 550059
nm0862875,46124 | 11713 | 12481 | 38099 | 18735 | 39881 | 19274 | 18741
nm2079044,46124
nm1080906,46124 | 69155
nm2084894,46124
nm0041632,64666 | 82830 | 28678
nm0001742,31694 | 10905 | 11342 | 1788 | 26937 | 162700
nm0902794,9540 | 214717 | 51854
nm0358922,299077 | 9795 | 145840 | 313 | 95514 | 17469 | 53861 | 227094 | 212747 | 128136
nm0214114,169408 | 207850 | 19083
nm2572461,169408 | 55735
nm4288440,128215
nm0129316,39371 | 198301
nm0502262,39371 | 77079 | 64739 | 310995
nm0021541,52106
nm0754990,52106
nm0002059,21666 | 34024 | 31593 | 40468 | 123505
nm0946789,147747 | 106876 | 49956
nm0184893,38904 | 11904
nm1225172,64192
nm11864586,64192
nm0305558,37056 | 351454 | 542 | 73776 | 300 | 20021 | 55 | 1391 | 45156 | 8338 | 354912 | 140 | 267579 | 1653 | 18538 | 4786 | 1164 | 66461 | 227188 | 33974 | 82321 | 80304 | 110398 | 264418 | 222649 | 258363 | 340488 | 477654 | 489927 | 540709
nm0213482,37056 | 84345 | 422128
nm1475594,87492 | 49494 | 74536 | 72570 | 14869 | 228326 | 22971 | 343668 | 76757 | 17336 | 109421 | 117251 | 64688 | 187017 | 77930 | 9655 | 399170 | 446894 | 58547 | 264999 | 72559 | 9762
nm0853169,64502 | 55433 | 331214
nm1172901,64502 | 459928 | 8094 | 343724 | 543140
nm1246388,64502
nm0406975,61891 | 9678 | 142743 | 27583 | 509 | 10597 | 15321 | 14389 | 441 | 22200 | 46934 | 1248 | 160102 | 47232 | 39286 | 252529 | 9391 | 1930 | 164251 | 253161 | 344039 | 393624
